"","man_hud","cpi","pop_hudson","man_hud_COVID","month_"
"Jan 2016",2727.492886,261.1649,667.3207136,2727.492886,2016-01-01
"Feb 2016",2728.83854622445,261.555569726728,667.674436830195,2728.8385461332,2016-02-01
"Mar 2016",2730.31322945439,262.160190374604,668.02997742533,2730.31322931966,2016-03-01
"Apr 2016",2733.600579,262.7431,668.3796605,2733.600579,2016-04-01
"May 2016",2739.73566777765,263.134579499847,668.718174944833,2739.73566811819,2016-05-01
"Jun 2016",2747.15928712853,263.428681133283,669.049664754575,2747.15928763138,2016-06-01
"Jul 2016",2753.663658,263.7854,669.3806377,2753.663658,2016-07-01
"Aug 2016",2757.77399159086,264.325912273883,669.71630103862,2757.77399031995,2016-08-01
"Sep 2016",2760.94746010558,265.016118425598,670.056659974891,2760.94745822891,2016-09-01
"Oct 2016",2765.374226,265.7831,670.4004192,2765.374226,2016-10-01
"Nov 2016",2772.4974936737,266.546656589804,670.745579208092,2772.49749841681,2016-11-01
"Dec 2016",2780.77263530103,267.197459979144,671.087323705123,2780.77264230484,2016-12-01
"Jan 2017",2787.908065,267.6189,671.4201322,2787.908065,2017-01-01
"Feb 2017",2792.28641564024,267.74499470023,671.741146547529,2792.28639793871,2017-02-01
"Mar 2017",2794.98719509773,267.712274991163,672.058157986101,2794.98716895917,2017-03-01
"Apr 2017",2797.76413,267.7079,672.3816201,2797.76413,2017-04-01
"May 2017",2801.90166065421,267.877768312979,672.716810835124,2801.90172671722,2017-05-01
"Jun 2017",2806.80708208586,268.202736352501,673.048305583809,2806.80717963629,2017-06-01
"Jul 2017",2811.418403,268.6224,673.3555041,2811.418403,2017-07-01
"Aug 2017",2814.92671915031,269.087843158963,673.624610156418,2814.9264725998,2017-08-01
"Sep 2017",2817.53547448479,269.596101821059,673.869043600885,2817.53511042162,2017-09-01
"Oct 2017",2819.7012,270.1557,674.1090283,2819.7012,2017-10-01
"Nov 2017",2821.88668037417,270.763703495612,674.360593287352,2821.88760051321,2017-11-01
"Dec 2017",2824.57971501205,271.371345252157,674.622988264502,2824.5810737143,2017-12-01
"Jan 2018",2828.274357,271.9184,674.8912681,2828.274357,2018-01-01
"Feb 2018",2833.27005309372,272.364828043771,675.161106712692,2833.2666190881,2018-02-01
"Mar 2018",2839.08782472628,272.751331985132,675.43065422259,2839.08275398048,2018-03-01
"Apr 2018",2845.054087,273.1388,675.6986798,2845.054087,2018-04-01
"May 2018",2850.55700932498,273.568825070041,675.965548884103,2850.56982520844,2018-05-01
"Jun 2018",2855.23177834212,274.005819399909,676.238011989583,2855.25070262308,2018-06-01
"Jul 2018",2858.775335,274.3949,676.5244159,2858.775335,2018-07-01
"Aug 2018",2861.19084275448,274.696553157542,676.830821991637,2861.14301322625,2018-08-01
"Sep 2018",2863.70635509045,274.932742267084,677.154150011672,2863.63572871242,2018-09-01
"Oct 2018",2867.856148,275.1408,677.4890343,2867.856148,2018-10-01
"Nov 2018",2874.60542562003,275.358628966454,677.830657464161,2874.78392784951,2018-11-01
"Dec 2018",2882.64310466648,275.626411531756,678.17639518225,2882.90668589763,2018-12-01
"Jan 2019",2890.08903,275.9849,678.5241714,2890.08903,2019-01-01
"Feb 2019",2895.36924113574,276.457549495158,678.873522129495,2894.70306174604,2019-02-01
"Mar 2019",2898.13455620662,276.998626420708,679.230431648218,2897.15085766005,2019-03-01
"Apr 2019",2898.341988,277.5451,679.6024963,2898.341988,2019-04-01
"May 2019",2896.33356035553,278.047095275135,679.993853566006,2898.81977568481,2019-05-01
"Jun 2019",2893.99134132188,278.507360563194,680.394805476731,2897.662554277,2019-06-01
"Jul 2019",2893.58241,278.9418,680.7921952,2893.58241,2019-07-01
"Aug 2019",2896.66636255326,279.364450885781,681.176401947222,2887.38768062582,2019-08-01
"Sep 2019",2901.97286339477,279.781883178371,681.551949104121,2888.27171012083,2019-09-01
"Oct 2019",2907.524094,280.1988,681.9268961,2907.524094,2019-10-01
"Nov 2019",2911.63908665362,280.612090070626,682.307518567329,2945.75177247857,2019-11-01
"Dec 2019",2913.82427687684,280.987384501102,682.692956951233,2960.83106457302,2019-12-01
"Jan 2020",2913.882951,281.2825,683.0805679,2899.955634,2020-01-01
"Feb 2020",2911.81605231372,281.474774016896,683.468284620499,2734.73873460812,2020-02-01
"Mar 2020",2908.41515194972,281.61962696537,683.856346553913,2534.47198077206,2020-03-01
"Apr 2020",2904.669478,281.792,684.2455697,2392.866577,2020-04-01
"May 2020",2901.48581675817,282.051921269196,684.636709143266,2377.20776405257,2020-05-01
"Jun 2020",2899.44118732428,282.39976689668,685.030276307192,2449.07692770849,2020-06-01
"Jul 2020",2899.030167,282.821,685.4267217,2543.62949,2020-07-01
"Aug 2020",2900.52307469065,283.296148313727,685.826349865693,2609.34882377418,2020-08-01
"Sep 2020",2903.29319571613,283.785998040506,686.228881491394,2648.0301051349,2020-09-01
"Oct 2020",2906.489557,284.2464,686.6338913,2674.796461,2020-10-01
"Nov 2020",2909.40150351627,284.648844735155,687.041013212477,2701.73027299863,2020-11-01
"Dec 2020",2911.87965244083,285.027381682039,687.450117942049,2728.75094160397,2020-12-01
"Jan 2021",2913.914939,285.4317,687.8611354,2752.737122,2021-01-01
"Feb 2021",2915.53388928128,285.895515467874,688.274122362174,2771.53918571264,2021-02-01
"Mar 2021",2916.90539281684,286.38865034245,688.689643062636,2786.89436963455,2021-03-01
"Apr 2021",2918.23393,286.8649535,689.1083886,2801.511627,2021-04-01
"May 2021",2919.66210202527,287.294537048901,689.530436986972,2817.3203682248,2021-05-01
"Jun 2021",2921.08499329182,287.712566025939,689.953413892596,2833.13183245052,2021-06-01
"Jul 2021",2922.335809,288.1704687,690.3743319,2846.977716,2021-07-01
"Aug 2021",2923.28206121023,288.702199369853,690.791197541787,2857.43950509177,2021-08-01
"Sep 2021",2923.92848942328,289.271816453795,691.205993148462,2865.29784552642,2021-09-01
"Oct 2021",2924.31414,289.8259044,691.621695,2871.883173,2021-10-01
"Nov 2021",2924.48278946715,290.325988082796,692.040587390321,2878.21342788955,2021-11-01
"Dec 2021",2924.49713501507,290.793354081106,692.462186669112,2884.05656929571,2021-12-01
"Jan 2022",2924.424604,291.2642294,692.8853172,2888.868061,2022-01-01
"Feb 2022",2924.32355281007,291.765445510073,693.309277115446,2892.2891545352,2022-02-01
"Mar 2022",2924.2160539609,292.286251744007,693.73525962324,2894.70425243892,2022-03-01
"Apr 2022",2924.115109,292.8065019,694.1649317,2896.683545,2022-04-01
"May 2022",2924.03042869999,293.312466299131,694.598734551597,2898.67820400669,2022-05-01
"Jun 2022",2923.95856073393,293.81608135398,695.032206300895,2900.66332724491,2022-06-01
"Jul 2022",2923.892762,294.3357,695.4596593,2902.494994,2022-07-01
"Aug 2022",2923.8318440196,294.882165348957,695.877281722607,2904.05294299359,2022-08-01
"Sep 2022",2923.79683680707,295.436281217854,696.288765028739,2905.31155069254,2022-09-01
"Oct 2022",2923.814325,295.9713416,696.6996765,2906.268853,2022-10-01
"Nov 2022",2923.90289892533,296.469550693927,697.114440220936,2906.94881164857,2022-11-01
"Dec 2022",2924.04917166742,296.94875351905,697.532907487855,2907.47909168863,2022-12-01
"Jan 2023",2924.231762,297.4357053,697.9537864,2908.013284,2023-01-01
"Feb 2023",2924.43533124205,297.949722464221,698.375950923275,2908.66337607878,2023-02-01
"Mar 2023",2924.66871089362,298.480366250392,698.798938490212,2909.37494188626,2023-03-01
"Apr 2023",2924.946775,299.0097591,699.2224524,2910.051952,2023-04-01
"May 2023",2925.27545418053,299.526003267706,699.646071422999,2910.62453766593,2023-05-01
"Jun 2023",2925.62490535069,300.041120260865,700.06887621426,2911.12747280338,2023-06-01
"Jul 2023",2925.956342,300.5731114,700.4898229,2911.621692,2023-07-01
"Aug 2023",2926.24210244325,301.13245095384,700.908365703244,2912.14219688711,2023-08-01
"Sep 2023",2926.49902429623,301.699504983927,701.325951234232,2912.6202572706,2023-09-01
"Oct 2023",2926.75507,302.2471125,701.7445242,2912.96121,2023-10-01
"Nov 2023",2927.03266634279,302.757195935448,702.165594126984,2913.11050337821,2023-11-01
"Dec 2023",2927.33209750145,303.248011418243,702.588929819186,2913.17403152162,2023-12-01
"Jan 2024",2927.648112,303.7468985,703.0138649,2913.2978,2024-01-01
"Feb 2024",2927.97923755597,304.273703096959,703.439948014745,2913.58346897042,2024-02-01
"Mar 2024",2928.33911866094,304.818296583845,703.867587896434,2913.95531693921,2024-03-01
"Apr 2024",2928.745179,305.3630567,704.2974083,2914.293277,2024-04-01
"May 2024",2929.20878824813,305.896289954491,704.729009169591,2914.5130383327,2024-05-01
"Jun 2024",2929.71710003996,306.430017935269,705.157895206193,2914.67331446228,2024-06-01
"Jul 2024",2930.251214,306.982191,705.5785473,2914.868575,2024-07-01
"Aug 2024",2930.79306145149,307.563042240629,705.98742946615,2915.15557495806,2024-08-01
"Sep 2024",2931.32790051255,308.151935686193,706.388938219539,2915.44021095242,2024-09-01
"Oct 2024",2931.841821,308.7205181,706.7894532,2915.590665,2024-10-01
"Nov 2024",2932.33246272366,309.249801205213,707.194011058401,2915.52768309434,2024-11-01
"Dec 2024",2932.84366546539,309.758256564406,707.602276489729,2915.38226713546,2024-12-01
"Jan 2025",2933.430819,310.2737207,708.0125712,2915.337983,2025-01-01
"Feb 2025",2934.13290839459,310.816633412589,708.423508203949,2915.52635910902,2025-02-01
"Mar 2025",2934.92329988517,311.377847615444,708.834865751178,2915.87077406129,2025-03-01
"Apr 2025",2935.758955,311.9408195,709.2467134,2916.242569,2025-04-01
"May 2025",2936.60448062391,312.494605481464,709.658749033207,2916.54320146957,2025-05-01
"Jun 2025",2937.45506506802,313.050662870115,710.069183831487,2916.79459461937,2025-06-01
"Jul 2025",2938.313542,313.6260492,710.4758573,2917.048788,2025-07-01
"Aug 2025",2939.18121496161,314.229912809702,710.877466515074,2917.34368786454,2025-08-01
"Sep 2025",2940.05326699091,314.839765255949,711.276138837692,2917.66066727604,2025-09-01
"Oct 2025",2940.923351,315.4252089,711.6748592,2917.966966,2025-10-01
"Nov 2025",2941.78975327037,315.966091535282,712.075993269459,2918.24397236855,2025-11-01
"Dec 2025",2942.66929356095,316.483242683871,712.479429654784,2918.52966898019,2025-12-01
"Jan 2026",2943.583425,317.0077373,712.8844377,2918.876187,2026-01-01
"Feb 2026",2944.54804210505,317.562330363982,713.290356095976,2919.32022343903,2026-02-01
"Mar 2026",2945.5568049505,318.136496960423,713.69680092095,2919.83673869211,2026-03-01
"Apr 2026",2946.597815,318.7113922,714.1034576,2920.385259,2026-04-01
"May 2026",2947.65933516129,319.274428038417,714.50977483182,2920.93425324569,2026-05-01
"Jun 2026",2948.73027411854,319.838043811476,714.914254409564,2921.48796088101,2026-06-01
"Jul 2026",2949.799702,320.4209357,715.3151614,2922.059564,2026-07-01
"Aug 2026",2950.86003162014,321.033426108274,715.711518936003,2922.66037187449,2026-08-01
"Sep 2026",2951.9170465383,321.652342334417,716.105382414869,2923.29420248754,2026-09-01
"Oct 2026",2952.979873,322.2461379,716.4995653,2923.963001,2026-10-01
"Nov 2026",2954.05655128405,322.793983872928,716.896307535279,2924.66697999708,2026-11-01
"Dec 2026",2955.15077780234,323.317921506415,717.295554986516,2925.39942176142,2026-12-01
"Jan 2027",2956.265163,323.8507096,717.69668,2926.151876,2027-01-01
"Feb 2027",2957.40149928067,324.416257281494,718.099076174731,2926.92088106311,2027-02-01
"Mar 2027",2958.55830688198,325.003074991779,718.502222120549,2927.72292987419,2027-03-01
"Apr 2027",2959.733288,325.5908235,718.9056177,2928.579504,2027-04-01
"May 2027",2960.92395896361,326.165856941833,719.308457347277,2929.50164200975,2027-05-01
"Jun 2027",2962.12709263273,326.741302919064,719.708713783142,2930.45861048256,2027-06-01
"Jul 2027",2963.339276,327.3369824,720.1040543,2931.409233,2027-07-01
"Aug 2027",2964.55868401301,327.964004773391,720.493137873198,2932.33402078677,2027-08-01
"Sep 2027",2965.78984343897,328.598633109745,720.878590209848,2933.30023564002,2027-09-01
"Oct 2027",2967.038869,329.2084189,721.2640287,2934.396827,2027-10-01
"Nov 2027",2968.31090391026,329.77164341645,721.652333967337,2935.68005736167,2027-11-01
"Dec 2027",2969.60720535213,330.309507056775,722.043439570061,2937.07544143884,2027-12-01
"Jan 2028",2970.928059,330.85394,722.4365423,2938.475807,2028-01-01
"Feb 2028",2972.27327016075,331.428426394139,722.830865650044,2939.80081706282,2028-02-01
"Mar 2028",2973.64072267105,332.022666263157,723.225739917318,2941.07747564165,2028-03-01
"Apr 2028",2975.02782,332.6179136,723.6205221,2942.359622,2028-04-01
"May 2028",2976.43201418747,333.201851321805,724.01432626952,2943.69029301667,2028-05-01
"Jun 2028",2977.85095155629,333.787878042452,724.405294790299,2945.06931603159,2028-06-01
"Jul 2028",2979.282327,334.3958213,724.7913271,2946.485716,2028-07-01
"Aug 2028",2980.72632931157,335.036518485304,725.171268264465,2947.9304464631,2028-08-01
"Sep 2028",2982.19312288157,335.684846400373,725.54774586223,2949.40217530606,2028-09-01
"Oct 2028",2983.695366,336.3066917,725.9243331,2950.901499,2028-10-01
"Nov 2028",2985.24177560329,336.879132292531,726.303841613358,2952.42820494573,2028-11-01
"Dec 2028",2986.82530321371,337.424011100504,726.686036753376,2953.97884426269,2028-12-01
"Jan 2029",2988.434959,337.9743623,727.0699223,2955.549159,2029-01-01
"Feb 2029",2990.06137046046,338.554621933458,727.454701541362,2957.13643779101,2029-02-01
"Mar 2029",2991.70163441173,339.154833508726,727.840375798341,2958.74415560613,2029-03-01
"Apr 2029",2993.354465,339.7564424,728.2271459,2960.377334,2029-04-01
"May 2029",2995.01821374005,340.347347647708,728.61428351749,2962.03918014947,2029-05-01
"Jun 2029",2996.68978162087,340.941262957188,728.997343690299,2963.72564372019,2029-06-01
"Jul 2029",2998.365707,341.5583557,729.3709523,2965.43086,2029-07-01
"Aug 2029",3000.04449883859,342.209643723854,729.731829288678,2967.15069346296,2029-08-01
"Sep 2029",3001.73254851221,342.869546781043,730.085070840464,2968.88792532793,2029-09-01
"Oct 2029",3003.438218,343.5033351,730.4378672,2970.647066,2029-10-01
"Nov 2029",3005.16792979446,344.088108519835,730.795586235205,2972.43078414685,2029-11-01
"Dec 2029",3006.92034844142,344.648285322346,731.156306307105,2974.2343814866,2029-12-01
"Jan 2030",3008.692199,345.2201134,731.5162834,2976.051318,2030-01-01
"Feb 2030",3010.47982168725,345.829738396804,731.873668759389,2977.87776902373,2030-02-01
"Mar 2030",3012.27801735177,346.46289696291,732.234194675561,2979.72077131826,2030-03-01
"Apr 2030",3014.081202,347.0952235,732.6054887,2981.590077,2030-04-01
"May 2030",3015.88711167873,347.710248904057,732.988413653164,2983.49243105454,2030-05-01
"Jun 2030",3017.70676259597,348.32309004824,733.356773431394,2985.42254994409,2030-06-01
"Jul 2030",3019.554491,348.9567603,733.6776072,2987.372143,2030-07-01
"Aug 2030",3021.43945878299,349.62457443141,733.929142898324,2989.33414401737,2030-08-01
"Sep 2030",3023.35013041252,350.301052833022,734.134363561827,2991.30638464615,2030-09-01
"Oct 2030",3025.269796,350.9510173,734.327441,2993.287921,2030-10-01
"Nov 2030",3027.18570452262,351.551223333261,734.535392909095,2995.2781026908,2030-11-01
"Dec 2030",3029.10094042062,352.126161256712,734.75662053241,2997.27745332319,2030-12-01
"Jan 2031",3031.022547,352.7122551,734.982371,2999.28679,2031-01-01
"Feb 2031",3032.95443564505,353.335798942948,735.205603783812,3001.3030104787,2031-02-01
"Mar 2031",3034.88799005316,353.982567066059,735.426127723349,3003.30733513519,2031-03-01
"Apr 2031",3036.811462,354.6282038,735.645464,3005.277065,2031-04-01
"May 2031",3038.716713712,355.256332657905,735.864249796396,3007.19758183884,2031-05-01
"Jun 2031",3040.61004921861,355.882493882758,736.079586300123,3009.08659035827,2031-06-01
"Jul 2031",3042.501383,356.5302069,736.2876907,3010.969876,2031-07-01
"Aug 2031",3044.39900813656,357.212972547649,736.486229638009,3012.86780138814,2031-08-01
"Sep 2031",3046.30473210945,357.904217314022,736.678667568755,3014.77903787619,2031-09-01
"Oct 2031",3048.218741,358.5673491,736.8699184,3016.696834,2031-10-01
"Nov 2031",3050.14071133434,359.178273903345,737.063901892309,3018.61594283082,2031-11-01
"Dec 2031",3052.06828141768,359.762890109306,737.260561217452,3020.53713558144,2031-12-01
"Jan 2032",3053.99858,360.3595942,737.4588454,3022.462688,2032-01-01
"Feb 2032",3055.92833860016,360.996078205633,737.657810203867,3024.39263465893,2032-02-01
"Mar 2032",3057.85269981245,361.657216348756,737.856938350328,3026.3180454277,2032-03-01
"Apr 2032",3059.766409,362.3171784,738.0558193,3028.227749,2032-04-01
"May 2032",3061.66447889464,362.958601996342,738.253436399631,3030.11197253344,2032-05-01
"Jun 2032",3063.54299170291,363.597996240118,738.446348540496,3031.96653704112,2032-06-01
"Jul 2032",3065.398297,364.2603381,738.6305085,3033.788662,2032-07-01
"Aug 2032",3067.22988748793,364.960024360847,738.80349374946,3035.57931287395,2032-08-01
"Sep 2032",3069.04982837593,365.669131072256,738.969380535837,3037.35443907449,2032-09-01
"Oct 2032",3070.873328,366.3491541,739.1338698,3039.133736,2032-10-01
"Nov 2032",3072.71217382029,366.974578549155,739.301448384009,3040.93264219296,2032-11-01
"Dec 2032",3074.5644697934,367.571846481973,739.471746734676,3042.74956877205,2032-12-01
"Jan 2033",3076.424899,368.1803892,739.6431812,3044.57867,2033-01-01
"Feb 2033",3078.28858482347,368.828726216605,739.814528636724,3046.41404031717,2033-02-01
"Mar 2033",3080.1524118579,369.501729892447,739.98600793657,3048.24953487436,2033-03-01
"Apr 2033",3082.013705,370.1733608,740.1581985,3050.078949,2033-04-01
"May 2033",3083.8689155895,370.826160943681,740.330387795018,3051.8964792791,2033-05-01
"Jun 2033",3085.71100073799,371.47699805565,740.496695559786,3053.6979273231,2033-06-01
"Jul 2033",3087.532044,372.1513213,740.6499496,3055.479496,2033-07-01
"Aug 2033",3089.32806307777,372.863771338298,740.78562104246,3057.24027101086,2033-08-01
"Sep 2033",3091.11081226423,373.585754821994,740.909754298362,3058.99086938881,2033-09-01
"Oct 2033",3092.89598,374.2778699,741.0310371,3060.744791,2033-10-01
"Nov 2033",3094.6958408772,374.914059614234,741.156344009214,3062.51280489968,2033-11-01
"Dec 2033",3096.50901409399,375.521646578601,741.285296906025,3064.29475689945,2033-12-01
"Jan 2034",3098.330705,376.1412983,741.4157045,3066.087762,2034-01-01
"Feb 2034",3100.15596882082,376.802481808467,741.545751216981,3067.88784357561,2034-02-01
"Mar 2034",3101.97926028575,377.489862226568,741.67512434791,3069.68665849489,2034-03-01
"Apr 2034",3103.794884,378.1769042,741.8038869,3071.474772,2034-04-01
"May 2034",3105.59713372838,378.845768414859,741.931399885824,3073.24406531637,2034-05-01
"Jun 2034",3107.38025987412,379.513399718833,742.054216339374,3074.99168360247,2034-06-01
"Jul 2034",3109.138502,380.205439,742.1681873,3076.716088,2034-07-01
"Aug 2034",3110.86978126564,380.936462124686,742.270760043427,3078.41831075147,2034-08-01
"Sep 2034",3112.58674521779,381.676784872179,742.365766790889,3080.10966850263,2034-09-01
"Oct 2034",3114.305723,382.385658,742.458636,3081.804049,2034-10-01
"Nov 2034",3116.0392173572,383.036157078984,742.553757829358,3083.51191375181,2034-11-01
"Dec 2034",3117.78442543991,383.656656933196,742.651369241513,3085.23001931296,2034-12-01
"Jan 2035",3119.534718,384.2893572,742.7506689,3086.951696,2035-01-01
"Feb 2035",3121.28374282406,384.965126914928,742.850620290993,3088.6708764635,2035-02-01
"Mar 2035",3123.0262558374,385.669512706152,742.949246191209,3090.38390269,2035-03-01
"Apr 2035",3124.75729,386.3767306,743.0443342,3092.087719,2035-04-01
"May 2035",3126.47238753173,387.067800698338,743.134644180744,3093.77908887565,2035-05-01
"Jun 2035",3128.16912769198,387.750959405163,743.222825052913,3095.45405244557,2035-06-01
"Jul 2035",3129.845599,388.4412472,743.312498,3097.108469,2035-07-01
"Aug 2035",3131.49978812308,389.152343747272,743.407089752697,3098.73823399685,2035-08-01
"Sep 2035",3133.12927432062,389.892485450977,743.509249230475,3100.33938756476,2035-09-01
"Oct 2035",3134.731535,390.6685479,743.6214309,3101.908006,2035-10-01
"Oct 20351",3134.731535,390.6685479,743.6214309,3101.908006,2035-11-01
"Oct 20352",3134.731535,390.6685479,743.6214309,3101.908006,2035-12-01
